nodeID nodeLabel nodeLong nodeLat
186 node_186 -43.3544565 -22.9533855
187 node_187 -43.4072546 -22.8349914
188 node_188 -43.2482296 -22.8740134
189 node_189 -43.3668914 -22.9536118
190 node_190 -43.3640044 -22.9536555
191 node_191 -43.4062762 -22.8380764
192 node_192 -43.4067669 -22.8384889
193 node_193 -43.5804065 -22.9076699
194 node_194 -43.5800747 -22.9076886
195 node_195 -43.3667597 -22.9537884
196 node_196 -43.4360583 -23.0045923
197 node_197 -43.4089643 -22.8796847
198 node_198 -43.3640201 -22.9538217
199 node_199 -43.3657055 -22.9538666
200 node_200 -43.4366564 -23.0053675
201 node_201 -43.4366766 -23.0053448
202 node_202 -43.4368924 -23.0057048
203 node_203 -43.3657714 -22.95417
204 node_204 -43.4716585 -22.877011
205 node_205 -43.3635615 -22.9543218
206 node_206 -43.406156 -22.8381793
207 node_207 -43.5802136 -22.9093927
208 node_208 -43.311165 -22.903912
209 node_209 -43.7396988 -22.89624
210 node_210 -43.4431304 -22.9805407
211 node_211 -43.7392863 -22.8963627
212 node_212 -43.6017517 -22.9141863
213 node_213 -43.3842937 -22.828315
214 node_214 -43.4064135 -22.8345484
215 node_215 -43.4058041 -22.8343032
216 node_216 -43.4053835 -22.8339631
217 node_217 -43.2552779 -22.9321252
218 node_218 -43.3651051 -22.9546786
219 node_219 -43.4088166 -22.8797174
220 node_220 -43.4666068 -22.8463442
221 node_221 -43.5801885 -22.9145155
222 node_222 -43.3667165 -22.9547731
223 node_223 -43.3114606 -22.8751585
224 node_224 -43.3639635 -22.9548992
225 node_225 -43.3667305 -22.9549016
226 node_226 -43.2543646 -22.9322871
227 node_227 -43.366434 -22.9549094
228 node_228 -43.3661391 -22.9549171
229 node_229 -43.3657843 -22.9549264
230 node_230 -43.6020703 -22.9141054
231 node_231 -43.3527336 -22.9549732
232 node_232 -43.3651127 -22.9550757
233 node_233 -43.3646192 -22.9550907
234 node_234 -43.2562169 -22.9323256
235 node_235 -43.4663404 -22.8462517
236 node_236 -43.7400759 -22.8972031
237 node_237 -43.4743557 -22.8803524
238 node_238 -43.3654001 -22.9553147
239 node_239 -43.7397006 -22.8973246
240 node_240 -43.7401426 -22.8973305
241 node_241 -43.366748 -22.9553501
242 node_242 -43.3664502 -22.955352
243 node_243 -43.3661391 -22.9553539
244 node_244 -43.2559944 -22.9327269
245 node_245 -43.3646255 -22.9553721
246 node_246 -43.3887999 -22.8395884
247 node_247 -43.7392749 -22.8974623
248 node_248 -43.3639469 -22.9553883
249 node_249 -43.363948 -22.95544
250 node_250 -43.3634901 -22.9554437
251 node_251 -43.3639528 -22.9556648
252 node_252 -43.3646322 -22.9556697
253 node_253 -43.7393875 -22.8975727
254 node_254 -43.7392232 -22.8976253
255 node_255 -43.366752 -22.9558565
256 node_256 -43.3664449 -22.9558586
257 node_257 -43.3661539 -22.9558606
258 node_258 -43.3658003 -22.955863
259 node_259 -43.2562706 -22.9338066
260 node_260 -43.4087457 -22.8807642
261 node_261 -43.4832636 -22.8620806
262 node_262 -43.2339624 -22.9329206
263 node_263 -43.7409421 -22.8980655
264 node_264 -43.3667443 -23.0028851
265 node_265 -43.3663493 -23.0030592
266 node_266 -43.3657766 -23.003069
267 node_267 -43.7410014 -22.8982023
268 node_268 -43.3662162 -23.0029069
269 node_269 -43.3771729 -22.9158803
270 node_270 -43.3662621 -23.0031354
271 node_271 -43.3659561 -23.0031267
272 node_272 -43.7405465 -22.8983703
273 node_273 -43.2343198 -22.931607
274 node_274 -43.5370492 -22.8926636
275 node_275 -43.2558054 -22.9317686
276 node_276 -43.2277055 -22.9900938
277 node_277 -43.5371005 -22.8928815
278 node_278 -43.2281512 -22.9902117
279 node_279 -43.5372407 -22.8932948
280 node_280 -43.606966 -22.9186655
281 node_281 -43.3588365 -22.9983689
282 node_282 -43.5373293 -22.8929244
283 node_283 -43.536949 -22.8927139
284 node_284 -43.2328037 -22.9321696
285 node_285 -43.5372353 -22.8927414
286 node_286 -43.4040405 -22.8337178
287 node_287 -43.5372512 -22.8929952
288 node_288 -43.2966205 -22.8398655
289 node_289 -43.2684385 -22.84394
290 node_290 -43.703523 -22.9390389
291 node_291 -43.2579411 -22.9340077
292 node_292 -43.2584831 -22.9338255
293 node_293 -43.2572958 -22.9336339
294 node_294 -43.2390148 -22.8886001
295 node_295 -43.4845728 -22.8619598
296 node_296 -43.2776124 -22.9590033
297 node_297 -43.1947038 -22.8145615
298 node_298 -43.2346972 -22.9313395
299 node_299 -43.2344828 -22.9313792
300 node_300 -43.2566241 -22.9337033
301 node_301 -43.6076464 -22.9157224
302 node_302 -43.3727879 -22.9337663
303 node_303 -43.2574451 -22.9340887
304 node_304 -43.2575073 -22.9342644
305 node_305 -43.257585 -22.9343237
306 node_306 -43.692446 -22.9586824
307 node_307 -43.5202441 -22.8744534
308 node_308 -43.2801709 -22.8614487
309 node_309 -43.25816 -22.9342699
310 node_310 -43.4633513 -23.0137261
311 node_311 -43.6937564 -22.9098641
312 node_312 -43.2579233 -22.9342683
313 node_313 -43.2339088 -22.9354303
314 node_314 -43.4400533 -22.8819525
315 node_315 -43.2580072 -22.934807
316 node_316 -43.4426835 -22.8847044
317 node_317 -43.2812764 -22.8999801
318 node_318 -43.379718 -22.9730026
319 node_319 -43.1824627 -22.8005275
320 node_320 -43.3785415 -22.9730242
321 node_321 -43.2579092 -22.9350498
322 node_322 -43.4676369 -22.8440702
323 node_323 -43.3805649 -22.973044
324 node_324 -43.3382146 -22.9220203
325 node_325 -43.2576398 -22.9347739
326 node_326 -43.2583542 -22.9344897
327 node_327 -43.3407234 -22.9222394
328 node_328 -43.3796762 -22.9731184
329 node_329 -43.2347778 -22.9356576
330 node_330 -43.7021567 -22.9779338
331 node_331 -43.339794 -22.9233914
332 node_332 -43.2075664 -22.8983995
333 node_333 -43.4054951 -22.8346671
334 node_334 -43.3403851 -22.9235323
335 node_335 -43.1812629 -22.9438092
336 node_336 -43.2582931 -22.9345334
337 node_337 -43.3389068 -22.9240917
338 node_338 -43.6907795 -22.9587089
339 node_339 -43.6063996 -22.9188116
340 node_340 -43.339218 -22.924808
341 node_341 -43.1778427 -22.9419375
342 node_342 -43.1947118 -22.807136
343 node_343 -43.3394935 -22.9250066
344 node_344 -43.3400458 -22.9250215
345 node_345 -43.3393874 -22.9252001
346 node_346 -43.6323943 -22.9168166
347 node_347 -43.6333095 -22.9168193
348 node_348 -43.6294343 -22.9985948
349 node_349 -43.4668508 -22.8443298
350 node_350 -43.2582345 -22.9345658
351 node_351 -43.4666087 -22.8441283
352 node_352 -43.4659611 -22.8435892
353 node_353 -43.4861175 -22.8628171
354 node_354 -43.2582287 -22.9348497
355 node_355 -43.1762258 -22.9038122
356 node_356 -43.1843423 -22.9718106
357 node_357 -43.4743549 -22.8827203
358 node_358 -43.4743146 -22.8842742
359 node_359 -43.6204557 -22.916446
360 node_360 -43.4743038 -22.8861668
361 node_361 -43.2391194 -22.888542
362 node_362 -43.4743039 -22.8889317
363 node_363 -43.4378317 -22.8757894
364 node_364 -43.4778658 -22.8900387
365 node_365 -43.4742969 -22.8905001
366 node_366 -43.3760068 -22.9210458
367 node_367 -43.4838457 -22.8623475
368 node_368 -43.2702559 -22.8656333
369 node_369 -43.2965866 -22.8264831
370 node_370 -43.3577826 -22.9988279
371 node_371 -43.6301639 -22.9954147
372 node_372 -43.4054236 -22.9429157
373 node_373 -43.1842945 -22.971851
374 node_374 -43.6313129 -22.9166038
375 node_375 -43.6057604 -22.9189764
376 node_376 -43.4076763 -22.8248841
377 node_377 -43.6324265 -22.9166504
378 node_378 -43.6167701 -22.9166642
379 node_379 -43.474309 -22.8894654
380 node_380 -43.473467 -22.8888526
381 node_381 -43.4760956 -22.8890997
382 node_382 -43.2100777 -22.9068997
383 node_383 -43.4792928 -22.8894062
384 node_384 -43.6264027 -22.9864684
385 node_385 -43.4795181 -22.8886055
386 node_386 -43.4778658 -22.888566
387 node_387 -43.474309 -22.8884376
388 node_388 -43.2588172 -22.9308651
389 node_389 -43.6324108 -22.9167311
390 node_390 -43.1840648 -22.9556884
391 node_391 -43.1831297 -22.9552808
392 node_392 -43.6329894 -22.9167568
393 node_393 -43.4689635 -22.844596
394 node_394 -43.6847666 -22.9355529
395 node_395 -43.6857563 -22.9349618
396 node_396 -43.6849904 -22.9359651
397 node_397 -43.6843562 -22.9366366
398 node_398 -43.4761143 -22.8897564
399 node_399 -43.3229428 -22.8910263
400 node_400 -43.6025889 -22.9190302
401 node_401 -43.4761063 -22.8842777
402 node_402 -43.4761063 -22.8826914
403 node_403 -43.4761422 -22.8804027
404 node_404 -43.2579236 -22.9309192
405 node_405 -43.3508978 -22.8364006
406 node_406 -43.4752315 -22.8786109
407 node_407 -43.4752454 -22.8803767
408 node_408 -43.1752303 -22.9514184
409 node_409 -43.6054312 -22.9190613
410 node_410 -43.3204199 -22.8889489
411 node_411 -43.2586053 -22.9309478
412 node_412 -43.3743793 -22.9228218
413 node_413 -43.485286 -22.8623797
414 node_414 -43.6332753 -22.9169842
415 node_415 -43.6010021 -22.8852016
416 node_416 -43.179513 -22.9086911
417 node_417 -43.5803842 -22.9171026
418 node_418 -43.4887675 -22.8631038
419 node_419 -43.4263397 -22.9974026
420 node_420 -43.365129 -22.8940902
421 node_421 -43.4261694 -22.9974398
422 node_422 -43.4261096 -22.9974756
423 node_423 -43.4260763 -22.9975357
424 node_424 -43.3735682 -22.9184653
425 node_425 -43.4260702 -22.9976059
426 node_426 -43.5818084 -22.9150108
427 node_427 -43.6382033 -22.9176204
428 node_428 -43.4261278 -22.9977386
429 node_429 -43.4109794 -22.9632005
430 node_430 -43.4110846 -22.963259
431 node_431 -43.6383541 -22.9179335
432 node_432 -43.6385973 -22.9179568
433 node_433 -43.2580566 -22.9310902
434 node_434 -43.6387104 -22.9180287
435 node_435 -43.4118144 -22.9636648
436 node_436 -43.3696338 -22.9197987
437 node_437 -43.3568339 -22.8941448
438 node_438 -43.4109853 -22.9640107
439 node_439 -43.4102113 -22.9640303
440 node_440 -43.4914631 -22.8634276
441 node_441 -43.6489736 -22.9235049
442 node_442 -43.6008761 -22.9195166
443 node_443 -43.6485787 -22.9236034
444 node_444 -43.4102988 -22.9644285
445 node_445 -43.2784047 -22.8853379
446 node_446 -43.6055985 -22.9195341
447 node_447 -43.648877 -22.9237798
448 node_448 -43.3886443 -22.8286611
449 node_449 -43.4726634 -23.0065764
450 node_450 -43.4727611 -23.0140111
451 node_451 -43.3547397 -22.9995629
452 node_452 -43.3941238 -22.9406072
453 node_453 -43.7030545 -22.9001298
454 node_454 -43.3955189 -22.943314
455 node_455 -43.3016146 -22.8803959
456 node_456 -43.2671357 -22.8874653
457 node_457 -43.4807438 -22.8609261
458 node_458 -43.2670837 -22.8878019
459 node_459 -43.3723341 -22.9201912
460 node_460 -43.3647583 -22.8943074
461 node_461 -43.3529584 -22.997065
462 node_462 -43.4656691 -22.8461719
463 node_463 -43.3804674 -22.9149751
464 node_464 -43.5853189 -22.9563865
465 node_465 -43.3400601 -22.9445909
466 node_466 -43.5970893 -22.9095551
467 node_467 -43.2563975 -22.9022616
468 node_468 -43.6011983 -22.9196834
469 node_469 -43.2707208 -22.9101061
470 node_470 -43.3320352 -22.8302623
471 node_471 -43.27065 -22.9107757
472 node_472 -43.2704017 -22.9108967
473 node_473 -43.2704299 -22.9107409
474 node_474 -43.4669659 -22.8440953
475 node_475 -43.3324473 -22.9420279
476 node_476 -43.4525765 -22.8620279
477 node_477 -43.57978 -22.9095848
478 node_478 -43.4522693 -22.8624227
479 node_479 -43.318871 -22.8387996
480 node_480 -43.3244475 -22.823305
481 node_481 -43.359891 -22.9891375
482 node_482 -43.3003222 -22.8833359
483 node_483 -43.3336248 -22.9426498
484 node_484 -43.2420918 -22.8821498
485 node_485 -43.4752157 -22.8861963
486 node_486 -43.4360019 -23.0045182
487 node_487 -43.4813518 -22.861152
488 node_488 -43.5508045 -22.9006475
489 node_489 -43.6922978 -22.9592748
490 node_490 -43.4751836 -22.8879132
491 node_491 -43.6014997 -22.9198393
492 node_492 -43.1843233 -22.9078085
493 node_493 -43.4770175 -22.8885354
494 node_494 -43.4770289 -22.8862397
495 node_495 -43.4770293 -22.8879647
496 node_496 -43.4770397 -22.8842792
497 node_497 -43.4770611 -22.8826879
498 node_498 -43.4770998 -22.8804352
499 node_499 -43.4890572 -23.0199411
500 node_500 -43.3194261 -22.8392988
501 node_501 -43.4637504 -22.8925342
502 node_502 -43.3358819 -22.8097361
503 node_503 -43.4909508 -22.8544409
504 node_504 -43.2736037 -22.8882938
505 node_505 -43.2723399 -22.8897358
506 node_506 -43.3537252 -22.9999309
507 node_507 -43.2246193 -22.9114575
508 node_508 -43.6293892 -22.9957228
509 node_509 -43.6016942 -22.91994
510 node_510 -43.3655265 -22.9906705
511 node_511 -43.3974201 -22.8928223
512 node_512 -43.2250853 -22.9116984
513 node_513 -43.2712768 -22.8877934
514 node_514 -43.3655208 -22.990361
515 node_515 -43.2867315 -22.8319028
516 node_516 -43.3755553 -22.8494851
517 node_517 -43.2857267 -22.8327387
518 node_518 -43.3247145 -22.8897107
519 node_519 -43.2153297 -22.8637477
520 node_520 -43.2596872 -22.8646149
521 node_521 -43.4007355 -23.0017492
522 node_522 -43.3143978 -22.8947165
523 node_523 -43.6884321 -22.9294841
524 node_524 -43.4934246 -22.8769967
525 node_525 -43.5798681 -22.9106053
526 node_526 -43.5772859 -22.9333366
527 node_527 -43.5770822 -22.9334224
528 node_528 -43.4688573 -22.8448107
529 node_529 -43.2060257 -22.9425228
530 node_530 -43.4475294 -22.8749914
531 node_531 -43.4682869 -22.8460567
532 node_532 -43.2708244 -22.8883541
533 node_533 -43.5780285 -22.9346392
534 node_534 -43.2172697 -22.9864756
535 node_535 -43.5849891 -22.942094
536 node_536 -43.2560072 -22.936224
537 node_537 -43.2179748 -22.9864345
538 node_538 -43.2681061 -22.8880118
539 node_539 -43.2173341 -22.9864809
540 node_540 -43.388511 -22.9990792
541 node_541 -43.2181779 -22.9847904
542 node_542 -43.4359081 -23.0046886
543 node_543 -43.6530322 -22.9694746
544 node_544 -43.2200781 -22.9868529
545 node_545 -43.47796 -23.0169237
546 node_546 -43.2662263 -22.8881009
547 node_547 -43.589203 -22.9673638
548 node_548 -43.4675284 -22.8443071
549 node_549 -43.6857984 -22.9595323
550 node_550 -43.2833199 -22.8280172
551 node_551 -43.324778 -22.8896672
552 node_552 -43.408071 -22.8769083
553 node_553 -43.2660154 -22.8861116
554 node_554 -43.6005707 -22.9208654
555 node_555 -43.584176 -22.9420655
556 node_556 -43.3039377 -22.845449
557 node_557 -43.6002243 -22.9209049
558 node_558 -43.3656085 -23.0014157
559 node_559 -43.2181105 -22.9787929
560 node_560 -43.5830128 -22.9360446
561 node_561 -43.5591297 -22.8809089
562 node_562 -43.2662165 -22.8854283
563 node_563 -43.5876797 -22.9383772
564 node_564 -43.2468193 -22.9835549
565 node_565 -43.586803 -22.9387072
566 node_566 -43.5912629 -22.9396775
567 node_567 -43.5909893 -22.9399122
568 node_568 -43.5894857 -22.9400638
569 node_569 -43.5894435 -22.9401114
570 node_570 -43.4046025 -22.836265
571 node_571 -43.5879162 -22.9401925
572 node_572 -43.5919362 -22.9403173
573 node_573 -43.5904207 -22.9404309
574 node_574 -43.5916506 -22.9405682
575 node_575 -43.4050284 -22.8358675
576 node_576 -43.5913658 -22.9408185
577 node_577 -43.3896775 -22.9530782
578 node_578 -43.3916729 -22.9558503
579 node_579 -43.3519792 -22.9974093
580 node_580 -43.4674216 -22.8445404
581 node_581 -43.1741833 -22.9002823
582 node_582 -43.2731394 -22.8868647
583 node_583 -43.5914158 -22.9413893
584 node_584 -43.5919818 -22.9414165
585 node_585 -43.4659187 -22.8462749
586 node_586 -43.4910174 -22.8628566
587 node_587 -43.3999073 -22.8848807
588 node_588 -43.3995253 -22.8849346
589 node_589 -43.2723883 -22.8864206
590 node_590 -43.2172791 -22.9863522
591 node_591 -43.3995487 -22.8851221
592 node_592 -43.2718458 -22.8870881
593 node_593 -43.6268818 -22.991765
594 node_594 -43.2716081 -22.8869298
595 node_595 -43.4097041 -22.9648316
596 node_596 -43.4784767 -22.8862682
597 node_597 -43.4784772 -22.8880159
598 node_598 -43.4526858 -22.8623028
599 node_599 -43.5768248 -22.9464947
600 node_600 -43.2181026 -22.9786908
601 node_601 -43.4791131 -22.8843061
602 node_602 -43.4881184 -22.8629901
603 node_603 -43.3489157 -22.8695865
604 node_604 -43.4662553 -22.8441761
605 node_605 -43.479565 -22.8843043
606 node_606 -43.1755739 -22.9509114
607 node_607 -43.4457579 -23.0132559
608 node_608 -43.3646542 -22.8948196
609 node_609 -43.4795388 -22.8863092
610 node_610 -43.2182364 -22.9786977
611 node_611 -43.4798507 -22.8850472
612 node_612 -43.4798507 -22.8863213
613 node_613 -43.4795393 -22.8850373
614 node_614 -43.6099462 -22.9548722
615 node_615 -43.3850761 -22.8291051
616 node_616 -43.4821445 -23.0196686
617 node_617 -43.3256394 -22.8890117
618 node_618 -43.4820962 -23.0199526
619 node_619 -43.1899412 -22.9558095
620 node_620 -43.3977919 -22.8184015
621 node_621 -43.4795391 -22.8854031
622 node_622 -43.5163555 -22.9127796
623 node_623 -43.2860727 -22.8307556
624 node_624 -43.3180848 -22.8402494
625 node_625 -43.4798507 -22.8854031
626 node_626 -43.4801967 -22.8843153
627 node_627 -43.3194698 -22.8402228
628 node_628 -43.62472 -22.9846776
629 node_629 -43.4801613 -22.8863333
630 node_630 -43.480612 -22.8863507
631 node_631 -43.6248665 -22.9848663
632 node_632 -43.5851221 -22.9436819
633 node_633 -43.4465439 -22.8856981
634 node_634 -43.3903644 -22.8276978
635 node_635 -43.6223437 -22.9855294
636 node_636 -43.2642803 -22.8932555
637 node_637 -43.6219629 -22.9858776
638 node_638 -43.4487862 -22.8840276
639 node_639 -43.4511573 -22.88211
640 node_640 -43.6187952 -22.986364
641 node_641 -43.6232745 -22.9864233
642 node_642 -43.2852123 -22.8321955
643 node_643 -43.4808377 -22.8856403
644 node_644 -43.6227514 -22.986843
645 node_645 -43.4809557 -22.8852943
646 node_646 -43.481063 -22.8849583
647 node_647 -43.6221291 -22.9873961
648 node_648 -43.684006 -22.9597458
649 node_649 -43.2265108 -22.9261745
650 node_650 -43.4801789 -22.8846432
651 node_651 -43.5846754 -22.9431929
652 node_652 -43.2251766 -22.926614
653 node_653 -43.2256531 -22.9269135
654 node_654 -43.2255111 -22.9271778
655 node_655 -43.2274284 -22.9272647
656 node_656 -43.5846969 -22.9427598
657 node_657 -43.3318609 -22.8248192
658 node_658 -43.1925841 -22.8958142
659 node_659 -43.196769 -22.9300445
660 node_660 -43.308495 -22.8197401
661 node_661 -43.2863634 -22.8333303
662 node_662 -43.254495 -22.9345994
663 node_663 -43.3098035 -22.8176778
664 node_664 -43.3114638 -22.8169313
665 node_665 -43.312261 -22.8174029
666 node_666 -43.1834895 -22.9089767
667 node_667 -43.2536714 -22.9345335
668 node_668 -43.6144076 -22.9945725
669 node_669 -43.2524075 -22.9345708
670 node_670 -43.2539053 -22.9354157
671 node_671 -43.3386282 -22.8757783
672 node_672 -43.2539686 -22.9351353
673 node_673 -43.2541163 -22.9349747
674 node_674 -43.2538601 -22.9355503
675 node_675 -43.6140233 -22.9956855
676 node_676 -43.5889728 -22.9677218
677 node_677 -43.2518217 -22.9351103
678 node_678 -43.2524524 -22.9353336
679 node_679 -43.4801781 -22.8852842
680 node_680 -43.5838835 -22.9436478
681 node_681 -43.4801727 -22.8856205
682 node_682 -43.5876486 -22.9686479
683 node_683 -43.5151878 -23.0166724
684 node_684 -43.201821 -22.8117204
685 node_685 -43.4687395 -22.8450679
686 node_686 -43.6286631 -22.9978927
687 node_687 -43.5152153 -23.0170813
688 node_688 -43.3362507 -22.8073115
689 node_689 -43.3369946 -22.8085487
690 node_690 -43.3372976 -22.806723
691 node_691 -43.3364872 -22.8071781
692 node_692 -43.5138643 -23.0253002
693 node_693 -43.6150269 -22.9711725
694 node_694 -43.3365147 -22.8056229
695 node_695 -43.2529854 -22.9345704
696 node_696 -43.2526848 -22.9352375
697 node_697 -43.6146331 -22.9715421
698 node_698 -43.6145541 -22.9716036
699 node_699 -43.6145262 -22.9717044
700 node_700 -43.6145451 -22.9717534
701 node_701 -43.4156978 -22.9886569
702 node_702 -43.4116575 -22.9742675
